movie_id,index
137,974
13980,975
650,976
417261,977
348678,978
72213,979
38757,980
12501,981
284427,982
343,983
398978,984
329865,985
576,986
180299,987
10835,988
3309,989
11969,990
1093,991
28145,992
15999,993
63,994
568124,995
399566,996
819,997
14784,998
3580,999
820,1000
244,1001
333339,1002
15137,1003
10754,1004
244267,1005
222935,1006
20108,1007
4481,1008
910,1009
863,1010
283587,1011
586863,1012
265169,1013
71,1014
678,1015
21575,1016
707886,1017
476968,1018
284053,1019
4951,1020
616,1021
1712,1022
366170,1023
364111,1024
630,1025
596054,1026
431693,1027
31417,1028
4922,1029
1654,1030
7214,1031
54186,1032
13002,1033
8327,1034
1541,1035
306819,1036
4982,1037
1628,1038
9377,1039
530079,1040
1579,1041
489999,1042
19995,1043
9289,1044
315846,1045
64690,1046
940721,1047
26371,1048
17058,1049
433,1050
915935,1051
57158,1052
198375,1053
41411,1054
16219,1055
10950,1056
8440,1057
1913,1058
64,1059
246741,1060
1954,1061
61202,1062
42987,1063
13562,1064
264660,1065
118406,1066
12102,1067
507089,1068
10451,1069
277834,1070
10363,1071
9394,1072
1544,1073
475888,1074
638,1075
786892,1076
24653,1077
2649,1078
612706,1079
514754,1080
39324,1081
17431,1082
2013,1083
722778,1084
597922,1085
347201,1086
8703,1087
335984,1088
17057,1089
824,1090
899405,1091
3933,1092
507569,1093
11688,1094
8429,1095
850165,1103
18329,1097
4638,1098
3558,1099
1879,1100
782,1101
36557,1102
256040,1104
948,1105
870,1106
929170,1107
451915,1108
13696,1109
11159,1110
783,1111
614409,1112
484468,1113
765,1114
532,1115
220,1116
111083,1117
4960,1118
629542,1120
31216,1121
848685,1122
375572,1123
967,1124
575264,1125
921,1126
18,1127
33997,1128
13393,1129
338,1130
607259,1131
566525,1132
109424,1133
9016,1134
334541,1135
71859,1136
429450,1137
4550,1138
1372,1139
682507,1140
138843,1141
9040,1142
2487,1143
747,1144
599521,1145
38234,1146
730840,1147
9366,1148
881,1149
308369,1150
668742,1151
416144,1152
15371,1153
13310,1154
10161,1155
483184,1156
228326,1157
200481,1158
15014,1159
319,1160
575604,1161
552178,1162
2009,1163
588228,1164
228150,1165
204553,1166
9495,1167
1883,1168
907,1169
776,1170
269,1171
221,1172
39323,1173
16391,1174
8073,1175
3482,1176
127585,1177
900,1178
59436,1187
5165,1180
106,1181
614934,1182
556901,1183
281957,1184
216156,1185
200085,1186
12163,1188
11046,1189
916405,1190
810171,1204
15472,1192
12498,1193
10778,1194
9056,1195
592,1196
339,1197
25468,1214
11544,1199
11782,1200
11686,1201
10734,1202
571,1203
451657,1205
83389,1206
982,1207
430,1208
491418,1209
4553,1210
856,1211
877703,1212
1051,1213
18925,1215
456929,1216
11040,1217
601,1218
176241,1219
63311,1220
10110,1221
3116,1222
1567,1223
966,1224
375262,1225
6620,1226
127501,1227
21734,1228
11178,1229
9340,1230
517093,1231
5143,1232
436969,1233
5708,1234
3767,1235
132344,1236
127533,1237
71883,1238
39107,1239
15917,1240
11113,1241
1786,1242
666243,1243
179144,1244
11356,1245
487558,1246
13413,1247
11528,1248
503919,1249
433471,1250
364137,1251
16633,1252
786,1253
11327,1254
675353,1255
468284,1256
11202,1257
1600,1258
16642,1260
9516,1261
3133,1262
470878,1263
4909,1264
552095,1265
15097,1266
11506,1267
660120,1268
626872,1269
508883,1270
85350,1271
11906,1272
550988,1273
18197,1274
10377,1275
332562,1276
74879,1277
2034,1280
615,1279
921655,1281
475,1282
79,1283
551332,1284
40823,1285
37903,1286
1859,1287
7735,1288
648,1289
69,1290
3529,1291
586940,1292
544510,1293
12169,1294
7549,1295
983,1296
923,1297
1076364,1298
500664,1299
330459,1300
301528,1301
176983,1302
13377,1303
13353,1304
7500,1305
1368,1306
31767,1307
8342,1308
4254,1309
520763,1310
389015,1311
383498,1312
284293,1313
73456,1314
42801,1315
17809,1316
252,1317
437586,1318
24807,1319
8321,1320
4593,1321
258480,1322
203833,1323
620,1324
483983,1325
19223,1326
22538,1327
13384,1328
529203,1329
9428,1330
229,1331
11344,1332
11016,1333
345,1334
431937,1335
345938,1336
16328,1337
34106,1338
192,1339
26280,1340
11841,1341
10787,1342
3001,1343
377273,1344
43904,1345
293863,1346
36095,1347
16958,1348
12837,1349
11978,1350
11854,1351
10843,1352
10604,1353
9559,1354
9081,1361
186,1356
921785,1357
13930,1358
4291,1359
196,1360
522,1362
1075794,1363
203101,1364
38396,1365
625,1366
145,1367
239571,1368
400160,1369
244088,1370
11798,1371
1251,1372
261470,1373
13528,1374
529216,1375
31682,1376
11549,1377
8055,1378
2501,1379
219,1380
9665,1381
431580,1382
337703,1383
41498,1384
9075,1385
8740,1386
5503,1387
114,1388
613090,1389
194662,1390
14919,1391
2000,1392
1813,1393
1023,1394
260513,1395
28874,1396
75233,1397
3035,1398
574,1399
22584,1400
11610,1401
10683,1402
1152014,1403
327331,1404
32761,1405
16858,1406
9509,1407
4689,1408
984,1409
407445,1410
36685,1411
828,1412
674324,1413
346648,1414
37472,1415
15165,1416
187,1417
109,1418
27632,1422
718930,1420
251516,1421
530,1423
379,1424
780382,1425
736073,1426
374720,1427
18900,1428
16619,1429
10907,1430
8741,1431
290,1432
175,1433
771077,1434
630220,1435
489418,1436
440298,1437
27327,1438
502897,1439
466420,1440
76758,1441
74643,1442
768362,1443
697843,1444
9008,1445
877,1446
339403,1447
860159,1448
821881,1449
37181,1450
6114,1451
33273,1452
9299,1465
940,1454
568,1455
458156,1456
24192,1457
17654,1458
9470,1459
1677,1460
154,1461
645886,1462
499631,1463
24226,1464
1902,1466
940551,1467
451480,1468
271110,1469
13060,1470
9549,1471
8333,1472
228203,1473
363,1474
161,1475
434616,1476
376290,1477
5781,1478
37719,1479
16372,1480
617653,1481
466272,1482
423108,1483
395834,1484
339984,1485
4034,1486
193756,1487
18917,1488
3088,1489
931102,1490
582014,1491
65218,1492
20982,1493
15919,1494
11704,1500
462,1496
828613,1497
245891,1498
227306,1499
11562,1501
11421,1502
10435,1503
736069,1504
382748,1505
364433,1506
319373,1507
129670,1508
11349,1509
771,1510
165213,1511
660000,1512
51828,1513
11829,1514
1895,1515
11190,1516
11030,1517
7294,1518
353081,1519
11167,1520
2503,1521
350312,1522
166666,1523
39486,1524
4584,1525
2767,1526
340666,1527
190859,1528
13475,1529
11615,1530
1653,1531
839,1532
644583,1533
292011,1534
109689,1535
101299,1536
565310,1537
429617,1538
2690,1539
686,1540
284052,1541
250219,1542
42994,1543
14257,1544
13689,1545
146,1546
6916,1547
736074,1548
484747,1549
9918,1550
9454,1551
1523,1552
638449,1553
290542,1554
271706,1555
11031,1556
10400,1557
507505,1558
8094,1559
4232,1560
626,1561
10867,1562
9461,1563
9028,1564
176,1565
487670,1566
137106,1567
14736,1568
4024,1569
395991,1570
290762,1571
10747,1572
242,1573
394117,1574
26963,1575
11481,1581
1407,1577
1391,1578
853,1579
876716,1580
16305,1582
5123,1583
1360,1584
758866,1585
874300,1586
813258,1587
380225,1588
217993,1589
492,1590
516486,1591
312221,1592
13754,1593
1847,1594
639,1595
1151534,1596
94329,1597
7249,1598
13189,1599
4203,1600
2786,1601
637534,1602
375785,1603
11471,1604
9426,1605
432836,1606
18333,1607
12207,1608
11661,1609
3085,1610
226,1611
26638,1612
265180,1613
11545,1614
10437,1615
20558,1616
13403,1617
3110,1618
823,1619
794,1620
481432,1621
463257,1622
447332,1623
37135,1624
18988,1625
11236,1626
2292,1627
76589,1628
10784,1629
4174,1630
809107,1631
484751,1632
273895,1633
87827,1634
1359,1635
814,1636
843527,1637
273481,1638
3009,1639
760,1640
388,1641
673595,1642
575,1643
615777,1644
508570,1645
10474,1646
831405,1647
533444,1648
274109,1649
258893,1650
111969,1651
13188,1652
6003,1653
5723,1654
2898,1655
350,1656
675445,1657
519010,1658
11416,1659
8810,1660
491584,1661
25403,1662
8681,1663
4032,1664
763,1665
621,1666
153,1667
374461,1668
121986,1669
2899,1670
339380,1671
26596,1672
20312,1673
439584,1674
22803,1675
414425,1676
837335,1677
45317,1678
11230,1679
10849,1680
9361,1681
628,1682
460555,1683
427,1684
276624,1685
21832,1686
14092,1687
7863,1688
4476,1689
851303,1690
425909,1691
37094,1692
829280,1693
818647,1694
408647,1695
284054,1696
49020,1697
13004,1698
855,1700
14433,1701
713,1702
376867,1703
19100,1704
1245,1705
13382,1706
39356,1707
25866,1708
17681,1709
1645,1710
1542,1711
595975,1712
459151,1713
458131,1714
9662,1715
9462,1716
649,1717
603661,1718
476299,1719
370172,1720
249164,1721
15080,1722
4011,1723
17529,1724
3089,1725
157354,1726
16320,1727
744857,1728
433247,1729
406385,1730
65754,1731
704,1732
527,1733
508947,1734
13321,1735
11644,1736
10024,1737
710356,1738
451048,1741
508763,1740
245913,1742
14283,1743
8356,1744
1116,1745
570661,1746
11881,1747
140,1748
659959,1749
493529,1750
37799,1751
12902,1752
4133,1753
81188,1754
17136,1755
985,1756
818750,1757
387426,1758
307081,1759
64682,1760
46838,1761
377263,1762
80278,1763
57361,1764
1923,1765
663260,1766
303483,1767
100271,1768
16307,1769
13199,1770
9504,1771
2252,1772
1052,1773
457,1774
58,1775
912598,1776
417320,1777
88273,1778
75624,1780
39148,1781
425,1782
116,1783
876792,1784
560057,1785
205220,1786
5967,1787
260,1788
14534,1789
11901,1790
1427,1791
843847,1792
49051,1793
2757,1794
489930,1795
756,1796
184,1797
634544,1798
37211,1799
7862,1800
4147,1801
1554,1802
668461,1803
522369,1804
11710,1805
10144,1806
840,1807
866398,1808
399404,1809
2134,1810
544401,1811
3766,1812
755339,1813
318846,1814
140823,1815
14645,1816
180,1817
964980,1818
740441,1819
22164,1820
11206,1821
6644,1822
488,1823
1056360,1824
672208,1825
621013,1826
615666,1827
360365,1828
169881,1829
31522,1830
13688,1831
2291,1832
429174,1833
416477,1834
72478,1835
36728,1836
7452,1837
2756,1838
583406,1839
342737,1840
289222,1841
442065,1842
433498,1843
416494,1844
381288,1845
49361,1846
21542,1847
15255,1848
890980,1849
615643,1850
77016,1851
12311,1852
11589,1853
6949,1854
2056,1855
658,1856
293670,1857
66125,1858
38528,1859
21484,1860
11673,1861
9065,1862
302528,1863
594,1864
506528,1865
132363,1866
75656,1867
36208,1868
874,1869
377,1870
297,1871
508642,1872
37775,1873
26900,1874
88,1875
407449,1876
82690,1877
64847,1878
33701,1879
12776,1880
315635,1881
212167,1882
13183,1883
10549,1884
802,1885
191714,1886
27275,1887
2798,1888
28055,1889
324552,1890
13635,1891
82695,1892
23550,1893
14638,1894
15003,1895
9385,1896
15764,1897
9571,1898
2841,1899
587792,1900
239877,1901
134,1902
926393,1903
119450,1904
54138,1905
34647,1906
10647,1907
3131,1908
1429,1909
545609,1910
504608,1911
90369,1912
25623,1913
10975,1914
470,1915
965,1916
228,1917
938614,1918
438148,1919
61791,1920
46919,1921
21450,1922
21348,1923
5548,1924
2666,1925
759,1926
576845,1927
250538,1928
9090,1929
2502,1930
486947,1931
242643,1932
205587,1933
122917,1934
13008,1935
9589,1936
687,1937
332270,1938
259316,1939
18785,1940
11948,1941
4816,1942
7979,1943
4543,1944
1830,1945
866,1946
454626,1947
25793,1948
626735,1949
535356,1950
297270,1951
269258,1952
7445,1953
400617,1954
15362,1955
10669,1956
901362,1957
420814,1958
10234,1959
9539,1960
2977,1961
899112,1962
583689,1963
112198,1964
47735,1965
892,1966
390497,1967
167073,1968
79120,1969
13932,1970
1265,1971
998022,1972
590223,1973
922,1974
550231,1975
12140,1976
10312,1977
57212,1978
18311,1979
7340,1980
498248,1981
420809,1982
80184,1983
16234,1984
604605,1985
228194,1986
38142,1987
30061,1988
16646,1989
667538,1990
396263,1991
10911,1992
449406,1993
265712,1994
44264,1995
11537,1996
304357,1997
11502,1998
754609,1999
65229,2000
45612,2001
3063,2002
861,2003
440596,2004
121642,2005
4771,2006
2640,2007
255,2008
21956,2009
15601,2010
801,2011
446893,2012
318121,2013
11886,2014
6404,2015
3,2016
969492,2021
57447,2018
49538,2019
557,2020
25673,2022
10654,2023
10112,2024
889699,2025
87,2026
14447,2027
1491,2028
813,2029
690,2030
356296,2031
338766,2032
259693,2033
15392,2034
11963,2035
11943,2036
58857,2037
13446,2038
8337,2039
764,2040
381,2041
199,2042
1071806,2043
949423,2044
40794,2045
28118,2046
779,2047
114150,2048
17111,2049
3109,2050
571468,2051
547258,2052
493922,2053
23566,2054
15487,2055
104,2056
407448,2057
9587,2058
9502,2059
941,2060
590,2061
639720,2062
453395,2063
298582,2064
11426,2065
11101,2066
408220,2067
53457,2068
20620,2069
19913,2070
15384,2071
10794,2072
610120,2073
36040,2074
34653,2075
30497,2076
6619,2077
11499,2078
3176,2079
558,2080
432616,2081
16907,2082
9325,2083
1040148,2084
271674,2085
1433,2086
11305,2087
424488,2088
44741,2089
36940,2090
15774,2091
9837,2092
118412,2093
12900,2094
9550,2095
4710,2096
497582,2097
453278,2098
403450,2099
379291,2100
60308,2101
9560,2102
2759,2103
809,2104
986280,2105
156022,2106
93289,2107
19067,2108
13597,2109
1367,2110
300671,2111
197082,2112
68734,2113
18183,2114
6145,2115
837,2116
5506,2117
637693,2118
413279,2119
140607,2120
2270,2121
177,2122
99861,2123
19120,2124
17814,2125
10440,2126
912908,2127
785663,2128
594328,2129
449924,2130
286192,2131
259761,2132
14320,2133
1029575,2134
846214,2135
360606,2136
9603,2137
2639,2138
451,2139
284689,2140
14551,2141
10009,2142
663870,2143
555285,2144
1572,2145
11450,2146
10722,2147
1262,2148
318781,2149
11663,2150
9473,2151
323661,2152
1014590,2153
258230,2154
15152,2155
8923,2156
1802,2157
391713,2158
53565,2159
11197,2160
43266,2161
9652,2162
1598,2163
64956,2164
17581,2165
250480,2166
152780,2167
26842,2168
19908,2169
16227,2195
11647,2171
546121,2172
399366,2173
375315,2174
112949,2175
39108,2176
15600,2177
4107,2178
1791,2179
50646,2180
13933,2181
11713,2182
330457,2183
121875,2184
19666,2185
1725,2186
830,2187
509,2188
285,2189
11832,2190
11035,2191
392982,2192
19597,2193
17159,2194
12162,2196
10501,2197
850,2198
539617,2199
317557,2200
45958,2201
9833,2202
8374,2203
2657,2204
1850,2205
766,2206
245168,2207
67884,2208
12614,2209
10795,2210
10360,2211
539681,2212
37136,2213
11368,2214
8363,2215
2277,2216
987,2217
323677,2220
13920,2219
211387,2221
18947,2222
9474,2223
837881,2224
614930,2225
340,2226
417678,2227
363579,2228
306745,2229
298115,2230
9609,2231
9078,2232
425373,2233
72570,2234
51497,2235
25205,2236
1147400,2237
353577,2238
1672,2241
10397,2240
399055,2242
109445,2243
11929,2244
2609,2245
778730,2246
76543,2247
69735,2248
24748,2249
20352,2250
11051,2251
1716,2252
209274,2253
37724,2254
11986,2255
346364,2256
35690,2257
14202,2258
10139,2259
8844,2260
8393,2261
874299,2262
549053,2263
483980,2264
393624,2265
220289,2266
14047,2267
10559,2268
8424,2269
902,2270
497698,2271
198277,2272
11816,2273
955555,2274
632617,2275
459003,2276
70670,2277
14003,2278
951491,2279
374205,2280
5825,2281
399579,2282
113082,2283
13283,2284
403,2285
793998,2286
614696,2287
465136,2288
17687,2289
923939,2290
5590,2291
3121,2292
3086,2293
246,2294
642885,2295
168259,2296
268,2297
520172,2298
296098,2301
345920,2300
15196,2302
842675,2303
152603,2304
979,2305
33954,2306
21641,2307
6537,2308
2567,2309
761,2310
948713,2311
75258,2312
25846,2313
807196,2314
695,2315
20367,2316
436343,2317
41201,2318
372519,2319
324849,2320
297762,2321
9267,2322
170,2323
502425,2324
1538,2325
571785,2326
73624,2327
1818,2328
560050,2329
10086,2330
2576,2331
504,2332
401104,2333
12622,2334
10693,2335
1621,2336
512895,2337
1640,2338
446696,2339
13368,2340
12554,2341
1594,2342
204436,2343
75629,2344
43920,2345
20246,2346
2055,2347
1254,2348
664300,2349
370964,2350
338189,2351
129112,2352
38684,2353
9576,2354
6978,2355
251,2356
287495,2357
44874,2358
16136,2359
1278,2360
844,2361
227,2362
28043,2363
23168,2364
10528,2365
336845,2366
257211,2367
9701,2368
364689,2369
187022,2370
11177,2371
10198,2372
4588,2373
436,2374
499932,2375
34134,2376
11850,2377
10625,2378
651881,2379
329819,2380
70160,2381
34433,2382
1878,2383
623,2384
474395,2385
348657,2386
50348,2387
5902,2388
1110358,2389
11020,2390
10772,2391
6479,2392
581734,2393
285733,2394
8329,2395
900667,2396
281338,2397
177677,2398
79707,2400
14168,2401
5176,2402
785539,2403
374671,2404
475094,2405
10705,2406
10518,2407
2654,2408
167,2409
859,2410
820446,2411
454983,2412
14306,2413
10886,2414
9013,2415
6023,2416
607,2417
429200,2418
56825,2419
16620,2420
9400,2421
213121,2422
6037,2423
1016084,2424
42297,2425
34584,2426
12092,2427
10860,2428
90,2429
14359,2430
3543,2431
500006,2432
330483,2445
86829,2434
10403,2435
9820,2436
2355,2437
788,2438
519035,2439
51876,2440
11837,2441
11287,2442
985939,2443
467909,2444
14375,2446
12159,2447
612368,2448
407655,2449
18320,2450
16562,2451
9388,2452
373226,2453
1885,2454
1213,2455
363676,2456
22954,2457
11577,2458
198663,2459
56831,2460
14163,2461
10149,2462
591274,2463
585245,2464
116745,2465
62215,2466
11773,2467
978870,2468
593643,2469
109410,2470
48254,2471
16085,2472
1271,2473
811634,2474
577922,2475
404368,2476
88284,2477
20345,2478
12230,2479
7350,2480
2832,2481
2024,2482
613504,2483
342473,2484
259954,2485
55931,2486
9660,2487
315011,2488
13885,2489
616251,2490
17379,2491
11330,2492
11044,2493
537056,2494
321528,2495
11176,2496
1164,2497
459,2498
409,2503
59421,2500
15283,2501
2771,2502
276,2504
765245,2505
256962,2506
15359,2507
11109,2508
10223,2509
9303,2510
6615,2511
96714,2512
44826,2513
18030,2514
2668,2515
1420,2516
40807,2517
33511,2518
16553,2519
10102,2520
606,2521
319888,2522
72113,2523
746036,2524
10511,2525
475215,2526
30074,2527
15906,2528
15067,2529
14299,2530
5236,2531
97365,2532
16563,2533
10601,2534
59,2535
515916,2536
11222,2537
11209,2538
520736,2539
475946,2540
472674,2541
241863,2542
23637,2543
13156,2544
12762,2545
10243,2546
4415,2547
814340,2548
4518,2549
110398,2550
978,2551
353326,2552
13012,2553
11328,2554
736732,2555
595671,2556
519182,2557
340270,2558
49047,2567
8963,2560
8438,2561
2280,2562
530385,2563
505954,2564
489925,2565
406990,2566
4538,2568
1010821,2569
435577,2570
376660,2571
91417,2572
24615,2573
21519,2574
294016,2575
11533,2576
10673,2577
2100,2578
77877,2579
10178,2580
138,2581
823464,2582
14903,2583
10830,2584
652,2585
11165,2586
809140,2587
774752,2588
479226,2589
365045,2590
11524,2591
